mID,mName,mSubType,mRarity
352123,+3 환영 군단병의 방패,17,2
352124,+4 환영 군단병의 방패,17,2
352125,+5 환영 군단병의 방패,17,2
352126,+6 환영 군단병의 방패,17,2
352127,+7 환영 군단병의 방패,17,2
352128,+8 환영 군단병의 방패,17,2
352129,+9 환영 군단병의 방패,17,2
352130,+10 환영 군단병의 방패,17,2
352131,+11 환영 군단병의 방패,17,2
352132,+12 환영 군단병의 방패,17,2
352133,+13 환영 군단병의 방패,17,2
352140,+0 정예 천상군의 방패,17,2
352141,+1 정예 천상군의 방패,17,2
352142,+2 정예 천상군의 방패,17,2
352143,+3 정예 천상군의 방패,17,2
352144,+4 정예 천상군의 방패,17,2
352145,+5 정예 천상군의 방패,17,2
352146,+6 정예 천상군의 방패,17,2
352147,+7 정예 천상군의 방패,17,2
352148,+8 정예 천상군의 방패,17,2
352149,+9 정예 천상군의 방패,17,2
352150,+10 정예 천상군의 방패,17,2
352151,+11 정예 천상군의 방패,17,2
352152,+12 정예 천상군의 방패,17,2
352153,+13 정예 천상군의 방패,17,2
352160,+0 만월의 의식용 방패,17,2
352161,+1 만월의 의식용 방패,17,2
352162,+2 만월의 의식용 방패,17,2
352163,+3 만월의 의식용 방패,17,2
352164,+4 만월의 의식용 방패,17,2
352165,+5 만월의 의식용 방패,17,2
352166,+6 만월의 의식용 방패,17,2
352167,+7 만월의 의식용 방패,17,2
352168,+8 만월의 의식용 방패,17,2
352169,+9 만월의 의식용 방패,17,2
352170,+10 만월의 의식용 방패,17,2
352171,+11 만월의 의식용 방패,17,2
352172,+12 만월의 의식용 방패,17,2
352173,+13 만월의 의식용 방패,17,2
352180,+0 광기의 수호자 방패,17,2
352181,+1 광기의 수호자 방패,17,2
352182,+2 광기의 수호자 방패,17,2
352183,+3 광기의 수호자 방패,17,2
352184,+4 광기의 수호자 방패,17,2
352185,+5 광기의 수호자 방패,17,2
352186,+6 광기의 수호자 방패,17,2
352187,+7 광기의 수호자 방패,17,2
352188,+8 광기의 수호자 방패,17,2
352189,+9 광기의 수호자 방패,17,2
352190,+10 광기의 수호자 방패,17,2
352191,+11 광기의 수호자 방패,17,2
352192,+12 광기의 수호자 방패,17,2
352193,+13 광기의 수호자 방패,17,2
352200,+0 흑룡 토벌단의 방패,17,2
352201,+1 흑룡 토벌단의 방패,17,2
352202,+2 흑룡 토벌단의 방패,17,2
352203,+3 흑룡 토벌단의 방패,17,2
352204,+4 흑룡 토벌단의 방패,17,2
352205,+5 흑룡 토벌단의 방패,17,2
352206,+6 흑룡 토벌단의 방패,17,2
352207,+7 흑룡 토벌단의 방패,17,2
352208,+8 흑룡 토벌단의 방패,17,2
352209,+9 흑룡 토벌단의 방패,17,2
352210,+10 흑룡 토벌단의 방패,17,2
352211,+11 흑룡 토벌단의 방패,17,2
352212,+12 흑룡 토벌단의 방패,17,2
352213,+13 흑룡 토벌단의 방패,17,2
353000,+0 리플렉션 실드,17,3
353001,+1 리플렉션 실드,17,3
353002,+2 리플렉션 실드,17,3
353003,+3 리플렉션 실드,17,3
353004,+4 리플렉션 실드,17,3
353005,+5 리플렉션 실드,17,3
353006,+6 리플렉션 실드,17,3
353007,+7 리플렉션 실드,17,3
353008,+8 리플렉션 실드,17,3
353009,+9 리플렉션 실드,17,3
353010,+10 리플렉션 실드,17,3
353011,+11 리플렉션 실드,17,3
353012,+12 리플렉션 실드,17,3
353013,+13 리플렉션 실드,17,3
353020,+0 만월의 방패,17,3
353021,+1 만월의 방패,17,3
353022,+2 만월의 방패,17,3
353023,+3 만월의 방패,17,3
353024,+4 만월의 방패,17,3
353025,+5 만월의 방패,17,3
353026,+6 만월의 방패,17,3
353027,+7 만월의 방패,17,3
353028,+8 만월의 방패,17,3
353029,+9 만월의 방패,17,3
353030,+10 만월의 방패,17,3
353031,+11 만월의 방패,17,3
353032,+12 만월의 방패,17,3
353033,+13 만월의 방패,17,3
353040,+0 영웅의 방패,17,3
353041,+1 영웅의 방패,17,3
353042,+2 영웅의 방패,17,3
353043,+3 영웅의 방패,17,3
353044,+4 영웅의 방패,17,3
353045,+5 영웅의 방패,17,3
353046,+6 영웅의 방패,17,3
353047,+7 영웅의 방패,17,3
353048,+8 영웅의 방패,17,3
353049,+9 영웅의 방패,17,3
353050,+10 영웅의 방패,17,3
353051,+11 영웅의 방패,17,3
353052,+12 영웅의 방패,17,3
353053,+13 영웅의 방패,17,3
353080,+0 감시자의 방패,17,3
353081,+1 감시자의 방패,17,3
353082,+2 감시자의 방패,17,3
353083,+3 감시자의 방패,17,3
353084,+4 감시자의 방패,17,3
353085,+5 감시자의 방패,17,3
353086,+6 감시자의 방패,17,3
353087,+7 감시자의 방패,17,3
353088,+8 감시자의 방패,17,3
353089,+9 감시자의 방패,17,3
353090,+10 감시자의 방패,17,3
353091,+11 감시자의 방패,17,3
353092,+12 감시자의 방패,17,3
353093,+13 감시자의 방패,17,3
353100,+0 심연의 화염 방패,17,3
353101,+1 심연의 화염 방패,17,3
353102,+2 심연의 화염 방패,17,3
353103,+3 심연의 화염 방패,17,3
353104,+4 심연의 화염 방패,17,3
353105,+5 심연의 화염 방패,17,3
353106,+6 심연의 화염 방패,17,3
353107,+7 심연의 화염 방패,17,3
353108,+8 심연의 화염 방패,17,3
353109,+9 심연의 화염 방패,17,3
353110,+10 심연의 화염 방패,17,3
353111,+11 심연의 화염 방패,17,3
353112,+12 심연의 화염 방패,17,3
353113,+13 심연의 화염 방패,17,3
354000,+0 바포메트의 흉부 방패,17,4
354001,+1 바포메트의 흉부 방패,17,4
354002,+2 바포메트의 흉부 방패,17,4
354003,+3 바포메트의 흉부 방패,17,4
354004,+4 바포메트의 흉부 방패,17,4
354005,+5 바포메트의 흉부 방패,17,4
354006,+6 바포메트의 흉부 방패,17,4
354007,+7 바포메트의 흉부 방패,17,4
354008,+8 바포메트의 흉부 방패,17,4
354009,+9 바포메트의 흉부 방패,17,4
354010,+10 바포메트의 흉부 방패,17,4
354011,+11 바포메트의 흉부 방패,17,4
354012,+12 바포메트의 흉부 방패,17,4
354013,+13 바포메트의 흉부 방패,17,4
354020,+0 이프리트의 방패,17,4
354021,+1 이프리트의 방패,17,4
354022,+2 이프리트의 방패,17,4
354023,+3 이프리트의 방패,17,4
354024,+4 이프리트의 방패,17,4
354025,+5 이프리트의 방패,17,4
354026,+6 이프리트의 방패,17,4
354027,+7 이프리트의 방패,17,4
354028,+8 이프리트의 방패,17,4
354029,+9 이프리트의 방패,17,4
354030,+10 이프리트의 방패,17,4
354031,+11 이프리트의 방패,17,4
354032,+12 이프리트의 방패,17,4
354033,+13 이프리트의 방패,17,4
354040,+0 메테오스의 롱 실드,17,4
354041,+1 메테오스의 롱 실드,17,4
354042,+2 메테오스의 롱 실드,17,4
354043,+3 메테오스의 롱 실드,17,4
354044,+4 메테오스의 롱 실드,17,4
354045,+5 메테오스의 롱 실드,17,4
354046,+6 메테오스의 롱 실드,17,4
354047,+7 메테오스의 롱 실드,17,4
354048,+8 메테오스의 롱 실드,17,4
354049,+9 메테오스의 롱 실드,17,4
354050,+10 메테오스의 롱 실드,17,4
354051,+11 메테오스의 롱 실드,17,4
354052,+12 메테오스의 롱 실드,17,4
354053,+13 메테오스의 롱 실드,17,4
354060,+0 그리헨텔의 방패,17,4
354061,+1 그리헨텔의 방패,17,4
354062,+2 그리헨텔의 방패,17,4
354063,+3 그리헨텔의 방패,17,4
354064,+4 그리헨텔의 방패,17,4
354065,+5 그리헨텔의 방패,17,4
354066,+6 그리헨텔의 방패,17,4
354067,+7 그리헨텔의 방패,17,4
354068,+8 그리헨텔의 방패,17,4
354069,+9 그리헨텔의 방패,17,4
354070,+10 그리헨텔의 방패,17,4
354071,+11 그리헨텔의 방패,17,4
354072,+12 그리헨텔의 방패,17,4
354073,+13 그리헨텔의 방패,17,4
355000,+0 의지의 전장 방패,17,5
355001,+1 의지의 전장 방패,17,5
355002,+2 의지의 전장 방패,17,5
355003,+3 의지의 전장 방패,17,5
355004,+4 의지의 전장 방패,17,5
355005,+5 의지의 전장 방패,17,5
355006,+6 의지의 전장 방패,17,5
355007,+7 의지의 전장 방패,17,5
355008,+8 의지의 전장 방패,17,5
355009,+9 의지의 전장 방패,17,5
355010,+10 의지의 전장 방패,17,5
355011,+11 의지의 전장 방패,17,5
355012,+12 의지의 전장 방패,17,5
355013,+13 의지의 전장 방패,17,5
360000,+0 아처의 가더,18,0
360001,+1 아처의 가더,18,0
360002,+2 아처의 가더,18,0
360003,+3 아처의 가더,18,0
360004,+4 아처의 가더,18,0
360005,+5 아처의 가더,18,0
360006,+6 아처의 가더,18,0
360007,+7 아처의 가더,18,0
360008,+8 아처의 가더,18,0
360009,+9 아처의 가더,18,0
360010,+10 아처의 가더,18,0
360011,+11 아처의 가더,18,0
360012,+12 아처의 가더,18,0
360013,+13 아처의 가더,18,0
360020,+0 위저드의 가더,18,0
360021,+1 위저드의 가더,18,0
360022,+2 위저드의 가더,18,0
360023,+3 위저드의 가더,18,0
360024,+4 위저드의 가더,18,0
360025,+5 위저드의 가더,18,0
360026,+6 위저드의 가더,18,0
360027,+7 위저드의 가더,18,0
360028,+8 위저드의 가더,18,0
360029,+9 위저드의 가더,18,0
360030,+10 위저드의 가더,18,0
360031,+11 위저드의 가더,18,0
360032,+12 위저드의 가더,18,0
360033,+13 위저드의 가더,18,0
360040,+0 나이트의 가더,18,0
360041,+1 나이트의 가더,18,0
360042,+2 나이트의 가더,18,0
360043,+3 나이트의 가더,18,0
360044,+4 나이트의 가더,18,0
360045,+5 나이트의 가더,18,0
360046,+6 나이트의 가더,18,0
360047,+7 나이트의 가더,18,0
360048,+8 나이트의 가더,18,0
360049,+9 나이트의 가더,18,0
360050,+10 나이트의 가더,18,0
360051,+11 나이트의 가더,18,0
360052,+12 나이트의 가더,18,0
360053,+13 나이트의 가더,18,0
360060,+0 정령의 가더,18,0
360061,+1 정령의 가더,18,0
360062,+2 정령의 가더,18,0
360063,+3 정령의 가더,18,0
360064,+4 정령의 가더,18,0
360065,+5 정령의 가더,18,0
360066,+6 정령의 가더,18,0
360067,+7 정령의 가더,18,0
360068,+8 정령의 가더,18,0
360069,+9 정령의 가더,18,0
360070,+10 정령의 가더,18,0
360071,+11 정령의 가더,18,0
360072,+12 정령의 가더,18,0
360073,+13 정령의 가더,18,0
360080,+0 마나 재생 가더,18,0
360081,+1 마나 재생 가더,18,0
360082,+2 마나 재생 가더,18,0
360083,+3 마나 재생 가더,18,0
360084,+4 마나 재생 가더,18,0
360085,+5 마나 재생 가더,18,0
360086,+6 마나 재생 가더,18,0
360087,+7 마나 재생 가더,18,0
360088,+8 마나 재생 가더,18,0
360089,+9 마나 재생 가더,18,0
360090,+10 마나 재생 가더,18,0
360091,+11 마나 재생 가더,18,0
360092,+12 마나 재생 가더,18,0
360093,+13 마나 재생 가더,18,0
360100,+0 열정의 가더,18,0
360101,+1 열정의 가더,18,0
360102,+2 열정의 가더,18,0
360103,+3 열정의 가더,18,0
360104,+4 열정의 가더,18,0
360105,+5 열정의 가더,18,0
360106,+6 열정의 가더,18,0
360107,+7 열정의 가더,18,0
360108,+8 열정의 가더,18,0
360109,+9 열정의 가더,18,0
360110,+10 열정의 가더,18,0
360111,+11 열정의 가더,18,0
360112,+12 열정의 가더,18,0
360113,+13 열정의 가더,18,0
360120,+0 바람의 가더,18,0
360121,+1 바람의 가더,18,0
360122,+2 바람의 가더,18,0
360123,+3 바람의 가더,18,0
360124,+4 바람의 가더,18,0
360125,+5 바람의 가더,18,0
360126,+6 바람의 가더,18,0
360127,+7 바람의 가더,18,0
360128,+8 바람의 가더,18,0
360129,+9 바람의 가더,18,0
360130,+10 바람의 가더,18,0
360131,+11 바람의 가더,18,0
360132,+12 바람의 가더,18,0
360133,+13 바람의 가더,18,0
360140,+0 빛의 가더,18,0
360141,+1 빛의 가더,18,0
360142,+2 빛의 가더,18,0
360143,+3 빛의 가더,18,0
360144,+4 빛의 가더,18,0
360145,+5 빛의 가더,18,0
360146,+6 빛의 가더,18,0
360147,+7 빛의 가더,18,0
360148,+8 빛의 가더,18,0
360149,+9 빛의 가더,18,0
360150,+10 빛의 가더,18,0
360151,+11 빛의 가더,18,0
360152,+12 빛의 가더,18,0
360153,+13 빛의 가더,18,0
360160,+0 보급용 가더,18,0
360161,+1 보급용 가더,18,0
360162,+2 보급용 가더,18,0
360163,+3 보급용 가더,18,0
360164,+4 보급용 가더,18,0
360165,+5 보급용 가더,18,0
360166,+6 보급용 가더,18,0
360167,+7 보급용 가더,18,0
360168,+8 보급용 가더,18,0
360169,+9 보급용 가더,18,0
360170,+10 보급용 가더,18,0
360171,+11 보급용 가더,18,0
360172,+12 보급용 가더,18,0
360173,+13 보급용 가더,18,0
360180,+0 체력 재생 가더,18,0
360181,+1 체력 재생 가더,18,0
360182,+2 체력 재생 가더,18,0
360183,+3 체력 재생 가더,18,0
360184,+4 체력 재생 가더,18,0
360185,+5 체력 재생 가더,18,0
360186,+6 체력 재생 가더,18,0
360187,+7 체력 재생 가더,18,0
360188,+8 체력 재생 가더,18,0
360189,+9 체력 재생 가더,18,0
360190,+10 체력 재생 가더,18,0
360191,+11 체력 재생 가더,18,0
360192,+12 체력 재생 가더,18,0
360193,+13 체력 재생 가더,18,0
360200,+0 마법 차단 가더,18,0
360201,+1 마법 차단 가더,18,0
360202,+2 마법 차단 가더,18,0
360203,+3 마법 차단 가더,18,0
360204,+4 마법 차단 가더,18,0
360205,+5 마법 차단 가더,18,0
360206,+6 마법 차단 가더,18,0
360207,+7 마법 차단 가더,18,0
360208,+8 마법 차단 가더,18,0
360209,+9 마법 차단 가더,18,0
360210,+10 마법 차단 가더,18,0
360211,+11 마법 차단 가더,18,0
360212,+12 마법 차단 가더,18,0
360213,+13 마법 차단 가더,18,0
360220,+0 보급형 환영의 가더,18,0
360221,+1 보급형 환영의 가더,18,0
360222,+2 보급형 환영의 가더,18,0
360223,+3 보급형 환영의 가더,18,0
360224,+4 보급형 환영의 가더,18,0
360225,+5 보급형 환영의 가더,18,0
360226,+6 보급형 환영의 가더,18,0
360227,+7 보급형 환영의 가더,18,0
360228,+8 보급형 환영의 가더,18,0
360229,+9 보급형 환영의 가더,18,0
360230,+10 보급형 환영의 가더,18,0
360231,+11 보급형 환영의 가더,18,0
360232,+12 보급형 환영의 가더,18,0
360233,+13 보급형 환영의 가더,18,0
360240,+0 낡은 수호자 가더,18,0
360241,+1 낡은 수호자 가더,18,0
360242,+2 낡은 수호자 가더,18,0
360243,+3 낡은 수호자 가더,18,0
360244,+4 낡은 수호자 가더,18,0
360245,+5 낡은 수호자 가더,18,0
360246,+6 낡은 수호자 가더,18,0
360247,+7 낡은 수호자 가더,18,0
360248,+8 낡은 수호자 가더,18,0
360249,+9 낡은 수호자 가더,18,0
360250,+10 낡은 수호자 가더,18,0
360251,+11 낡은 수호자 가더,18,0
360252,+12 낡은 수호자 가더,18,0
360253,+13 낡은 수호자 가더,18,0
361000,+0 체력의 가더,18,1
361001,+1 체력의 가더,18,1
361002,+2 체력의 가더,18,1
361003,+3 체력의 가더,18,1
361004,+4 체력의 가더,18,1
361005,+5 체력의 가더,18,1
361006,+6 체력의 가더,18,1
361007,+7 체력의 가더,18,1
361008,+8 체력의 가더,18,1
361009,+9 체력의 가더,18,1
361010,+10 체력의 가더,18,1
361011,+11 체력의 가더,18,1
361012,+12 체력의 가더,18,1
361013,+13 체력의 가더,18,1
361020,+0 마나의 가더,18,1
361021,+1 마나의 가더,18,1
361022,+2 마나의 가더,18,1
361023,+3 마나의 가더,18,1
361024,+4 마나의 가더,18,1
361025,+5 마나의 가더,18,1
361026,+6 마나의 가더,18,1
361027,+7 마나의 가더,18,1
361028,+8 마나의 가더,18,1
361029,+9 마나의 가더,18,1
361030,+10 마나의 가더,18,1
361031,+11 마나의 가더,18,1
361032,+12 마나의 가더,18,1
361033,+13 마나의 가더,18,1
361040,+0 회복의 가더,18,1
361041,+1 회복의 가더,18,1
361042,+2 회복의 가더,18,1
361043,+3 회복의 가더,18,1
361044,+4 회복의 가더,18,1
361045,+5 회복의 가더,18,1
361046,+6 회복의 가더,18,1
361047,+7 회복의 가더,18,1
361048,+8 회복의 가더,18,1
361049,+9 회복의 가더,18,1
361050,+10 회복의 가더,18,1
361051,+11 회복의 가더,18,1
361052,+12 회복의 가더,18,1
361053,+13 회복의 가더,18,1
361060,+0 힘의 가더,18,1
361061,+1 힘의 가더,18,1
361062,+2 힘의 가더,18,1
361063,+3 힘의 가더,18,1
361064,+4 힘의 가더,18,1
361065,+5 힘의 가더,18,1
361066,+6 힘의 가더,18,1
361067,+7 힘의 가더,18,1
361068,+8 힘의 가더,18,1
361069,+9 힘의 가더,18,1
361070,+10 힘의 가더,18,1
361071,+11 힘의 가더,18,1
361072,+12 힘의 가더,18,1
361073,+13 힘의 가더,18,1
361080,+0 민첩의 가더,18,1
361081,+1 민첩의 가더,18,1
361082,+2 민첩의 가더,18,1
361083,+3 민첩의 가더,18,1
361084,+4 민첩의 가더,18,1
361085,+5 민첩의 가더,18,1
361086,+6 민첩의 가더,18,1
361087,+7 민첩의 가더,18,1
361088,+8 민첩의 가더,18,1
361089,+9 민첩의 가더,18,1
361090,+10 민첩의 가더,18,1
361091,+11 민첩의 가더,18,1
361092,+12 민첩의 가더,18,1
361093,+13 민첩의 가더,18,1
361100,+0 지능의 가더,18,1
361101,+1 지능의 가더,18,1
361102,+2 지능의 가더,18,1
361103,+3 지능의 가더,18,1
361104,+4 지능의 가더,18,1
361105,+5 지능의 가더,18,1
361106,+6 지능의 가더,18,1
361107,+7 지능의 가더,18,1
361108,+8 지능의 가더,18,1
361109,+9 지능의 가더,18,1
361110,+10 지능의 가더,18,1
361111,+11 지능의 가더,18,1
361112,+12 지능의 가더,18,1
361113,+13 지능의 가더,18,1
361120,+0 광휘의 가더,18,1
361121,+1 광휘의 가더,18,1
361122,+2 광휘의 가더,18,1
361123,+3 광휘의 가더,18,1
361124,+4 광휘의 가더,18,1
361125,+5 광휘의 가더,18,1
361126,+6 광휘의 가더,18,1
361127,+7 광휘의 가더,18,1
361128,+8 광휘의 가더,18,1
361129,+9 광휘의 가더,18,1
361130,+10 광휘의 가더,18,1
361131,+11 광휘의 가더,18,1
361132,+12 광휘의 가더,18,1
361133,+13 광휘의 가더,18,1
361140,+0 균형의 가더,18,1
361141,+1 균형의 가더,18,1
361142,+2 균형의 가더,18,1
361143,+3 균형의 가더,18,1
361144,+4 균형의 가더,18,1
361145,+5 균형의 가더,18,1
361146,+6 균형의 가더,18,1
361147,+7 균형의 가더,18,1
361148,+8 균형의 가더,18,1
361149,+9 균형의 가더,18,1
361150,+10 균형의 가더,18,1
361151,+11 균형의 가더,18,1
361152,+12 균형의 가더,18,1
361153,+13 균형의 가더,18,1
361160,+0 이크론의 민첩 가더,18,1
361161,+1 이크론의 민첩 가더,18,1
361162,+2 이크론의 민첩 가더,18,1
361163,+3 이크론의 민첩 가더,18,1
361164,+4 이크론의 민첩 가더,18,1
361165,+5 이크론의 민첩 가더,18,1
361166,+6 이크론의 민첩 가더,18,1
361167,+7 이크론의 민첩 가더,18,1
361168,+8 이크론의 민첩 가더,18,1
361169,+9 이크론의 민첩 가더,18,1
361170,+10 이크론의 민첩 가더,18,1
361171,+11 이크론의 민첩 가더,18,1
361172,+12 이크론의 민첩 가더,18,1
361173,+13 이크론의 민첩 가더,18,1
361180,+0 이크론의 마법 가더,18,1
361181,+1 이크론의 마법 가더,18,1
361182,+2 이크론의 마법 가더,18,1
361183,+3 이크론의 마법 가더,18,1
361184,+4 이크론의 마법 가더,18,1
361185,+5 이크론의 마법 가더,18,1
361186,+6 이크론의 마법 가더,18,1
361187,+7 이크론의 마법 가더,18,1
361188,+8 이크론의 마법 가더,18,1
361189,+9 이크론의 마법 가더,18,1
361190,+10 이크론의 마법 가더,18,1
361191,+11 이크론의 마법 가더,18,1
361192,+12 이크론의 마법 가더,18,1
361193,+13 이크론의 마법 가더,18,1
361200,+0 황천의 가더,18,1
361201,+1 황천의 가더,18,1
361202,+2 황천의 가더,18,1
361203,+3 황천의 가더,18,1
361204,+4 황천의 가더,18,1
361205,+5 황천의 가더,18,1
361206,+6 황천의 가더,18,1
361207,+7 황천의 가더,18,1
361208,+8 황천의 가더,18,1
361209,+9 황천의 가더,18,1
361210,+10 황천의 가더,18,1
361211,+11 황천의 가더,18,1
361212,+12 황천의 가더,18,1
361213,+13 황천의 가더,18,1
361220,+0 지상군의 가더,18,1
361221,+1 지상군의 가더,18,1
361222,+2 지상군의 가더,18,1
361223,+3 지상군의 가더,18,1
361224,+4 지상군의 가더,18,1
361225,+5 지상군의 가더,18,1
361226,+6 지상군의 가더,18,1
361227,+7 지상군의 가더,18,1
361228,+8 지상군의 가더,18,1
361229,+9 지상군의 가더,18,1
361230,+10 지상군의 가더,18,1
361231,+11 지상군의 가더,18,1
361232,+12 지상군의 가더,18,1
361233,+13 지상군의 가더,18,1
361240,+0 신월의 의식용 가더,18,1
361241,+1 신월의 의식용 가더,18,1
361242,+2 신월의 의식용 가더,18,1
361243,+3 신월의 의식용 가더,18,1
361244,+4 신월의 의식용 가더,18,1
361245,+5 신월의 의식용 가더,18,1
361246,+6 신월의 의식용 가더,18,1
361247,+7 신월의 의식용 가더,18,1
361248,+8 신월의 의식용 가더,18,1
361249,+9 신월의 의식용 가더,18,1
361250,+10 신월의 의식용 가더,18,1
361251,+11 신월의 의식용 가더,18,1
361252,+12 신월의 의식용 가더,18,1
361253,+13 신월의 의식용 가더,18,1
361260,+0 뒤틀린 수호자 가더,18,1
361261,+1 뒤틀린 수호자 가더,18,1
361262,+2 뒤틀린 수호자 가더,18,1
361263,+3 뒤틀린 수호자 가더,18,1
361264,+4 뒤틀린 수호자 가더,18,1
361265,+5 뒤틀린 수호자 가더,18,1
361266,+6 뒤틀린 수호자 가더,18,1
361267,+7 뒤틀린 수호자 가더,18,1
361268,+8 뒤틀린 수호자 가더,18,1
361269,+9 뒤틀린 수호자 가더,18,1
361270,+10 뒤틀린 수호자 가더,18,1
361271,+11 뒤틀린 수호자 가더,18,1
361272,+12 뒤틀린 수호자 가더,18,1
361273,+13 뒤틀린 수호자 가더,18,1
361280,+0 토벌단의 가더,18,1
361281,+1 토벌단의 가더,18,1
361282,+2 토벌단의 가더,18,1
361283,+3 토벌단의 가더,18,1
361284,+4 토벌단의 가더,18,1
361285,+5 토벌단의 가더,18,1
361286,+6 토벌단의 가더,18,1
361287,+7 토벌단의 가더,18,1
361288,+8 토벌단의 가더,18,1
361289,+9 토벌단의 가더,18,1
361290,+10 토벌단의 가더,18,1
361291,+11 토벌단의 가더,18,1
361292,+12 토벌단의 가더,18,1
361293,+13 토벌단의 가더,18,1
362000,+0 마법의 가더,18,2
362001,+1 마법의 가더,18,2
362002,+2 마법의 가더,18,2
362003,+3 마법의 가더,18,2
362004,+4 마법의 가더,18,2
362005,+5 마법의 가더,18,2
362006,+6 마법의 가더,18,2
362007,+7 마법의 가더,18,2
362008,+8 마법의 가더,18,2
362009,+9 마법의 가더,18,2
362010,+10 마법의 가더,18,2
362011,+11 마법의 가더,18,2
362012,+12 마법의 가더,18,2
362013,+13 마법의 가더,18,2
362020,+0 가호의 가더,18,2
362021,+1 가호의 가더,18,2
362022,+2 가호의 가더,18,2
362023,+3 가호의 가더,18,2
362024,+4 가호의 가더,18,2
362025,+5 가호의 가더,18,2
362026,+6 가호의 가더,18,2
362027,+7 가호의 가더,18,2
362028,+8 가호의 가더,18,2
362029,+9 가호의 가더,18,2
362030,+10 가호의 가더,18,2
362031,+11 가호의 가더,18,2
362032,+12 가호의 가더,18,2
362033,+13 가호의 가더,18,2
362040,+0 조화의 가더,18,2
362041,+1 조화의 가더,18,2
362042,+2 조화의 가더,18,2
362043,+3 조화의 가더,18,2
362044,+4 조화의 가더,18,2
362045,+5 조화의 가더,18,2
362046,+6 조화의 가더,18,2
362047,+7 조화의 가더,18,2
362048,+8 조화의 가더,18,2
362049,+9 조화의 가더,18,2
362050,+10 조화의 가더,18,2
362051,+11 조화의 가더,18,2
362052,+12 조화의 가더,18,2
362053,+13 조화의 가더,18,2
362060,+0 빛나는 광휘의 가더,18,2
362061,+1 빛나는 광휘의 가더,18,2
362062,+2 빛나는 광휘의 가더,18,2
362063,+3 빛나는 광휘의 가더,18,2
362064,+4 빛나는 광휘의 가더,18,2
362065,+5 빛나는 광휘의 가더,18,2
362066,+6 빛나는 광휘의 가더,18,2
362067,+7 빛나는 광휘의 가더,18,2
362068,+8 빛나는 광휘의 가더,18,2
362069,+9 빛나는 광휘의 가더,18,2
362070,+10 빛나는 광휘의 가더,18,2
362071,+11 빛나는 광휘의 가더,18,2
362072,+12 빛나는 광휘의 가더,18,2
362073,+13 빛나는 광휘의 가더,18,2
362080,+0 빛나는 균형의 가더,18,2
362081,+1 빛나는 균형의 가더,18,2
362082,+2 빛나는 균형의 가더,18,2
362083,+3 빛나는 균형의 가더,18,2
362084,+4 빛나는 균형의 가더,18,2
362085,+5 빛나는 균형의 가더,18,2
362086,+6 빛나는 균형의 가더,18,2
362087,+7 빛나는 균형의 가더,18,2
362088,+8 빛나는 균형의 가더,18,2
362089,+9 빛나는 균형의 가더,18,2
362090,+10 빛나는 균형의 가더,18,2
362091,+11 빛나는 균형의 가더,18,2
362092,+12 빛나는 균형의 가더,18,2
362093,+13 빛나는 균형의 가더,18,2
362100,+0 일격의 가더,18,2
362101,+1 일격의 가더,18,2
362102,+2 일격의 가더,18,2
362103,+3 일격의 가더,18,2
362104,+4 일격의 가더,18,2
362105,+5 일격의 가더,18,2
362106,+6 일격의 가더,18,2
362107,+7 일격의 가더,18,2
362108,+8 일격의 가더,18,2
362109,+9 일격의 가더,18,2
362110,+10 일격의 가더,18,2
362111,+11 일격의 가더,18,2
362112,+12 일격의 가더,18,2
362113,+13 일격의 가더,18,2
362120,+0 향상된 일격의 가더,18,2
362121,+1 향상된 일격의 가더,18,2
362122,+2 향상된 일격의 가더,18,2
362123,+3 향상된 일격의 가더,18,2
362124,+4 향상된 일격의 가더,18,2
362125,+5 향상된 일격의 가더,18,2
362126,+6 향상된 일격의 가더,18,2
362127,+7 향상된 일격의 가더,18,2
362128,+8 향상된 일격의 가더,18,2
362129,+9 향상된 일격의 가더,18,2
362130,+10 향상된 일격의 가더,18,2
362131,+11 향상된 일격의 가더,18,2
362132,+12 향상된 일격의 가더,18,2
362133,+13 향상된 일격의 가더,18,2
362140,+0 대정령의 가더,18,2
362141,+1 대정령의 가더,18,2
362142,+2 대정령의 가더,18,2
362143,+3 대정령의 가더,18,2
362144,+4 대정령의 가더,18,2
362145,+5 대정령의 가더,18,2
362146,+6 대정령의 가더,18,2
362147,+7 대정령의 가더,18,2
362148,+8 대정령의 가더,18,2
362149,+9 대정령의 가더,18,2
362150,+10 대정령의 가더,18,2
362151,+11 대정령의 가더,18,2
362152,+12 대정령의 가더,18,2
362153,+13 대정령의 가더,18,2
362160,+0 안정된 이크론 민첩 가더,18,2
362161,+1 안정된 이크론 민첩 가더,18,2
362162,+2 안정된 이크론 민첩 가더,18,2
362163,+3 안정된 이크론 민첩 가더,18,2
362164,+4 안정된 이크론 민첩 가더,18,2
362165,+5 안정된 이크론 민첩 가더,18,2
362166,+6 안정된 이크론 민첩 가더,18,2
362167,+7 안정된 이크론 민첩 가더,18,2
362168,+8 안정된 이크론 민첩 가더,18,2
362169,+9 안정된 이크론 민첩 가더,18,2
362170,+10 안정된 이크론 민첩 가더,18,2
362171,+11 안정된 이크론 민첩 가더,18,2
362172,+12 안정된 이크론 민첩 가더,18,2
362173,+13 안정된 이크론 민첩 가더,18,2
362180,+0 안정된 이크론 마법 가더,18,2
362181,+1 안정된 이크론 마법 가더,18,2
